Date,Team,Relinquished,Notes,season,player_name,team_abbreviation,age,player_height,player_weight,gp,usg_pct,season-1
2020-01-25,76ers,Josh Richardson,placed on IL with strained left hamstring,2019-20,Josh Richardson,PHI,26,195.58,90.7184,55,0.2,2019-20
2020-01-25,Grizzlies,Grayson Allen,left hip injury (out indefinitely),2019-20,Grayson Allen,MEM,24,193.04,89.811216,38,0.171,2019-20
2020-01-25,Hawks,Alex Len,right hip flexor injury (DTD),2019-20,Alex Len,SAC,27,213.36,113.398,55,0.176,2019-20
2020-01-25,Jazz,Emmanuel Mudiay,placed on IL with sore right ankle,2019-20,Emmanuel Mudiay,UTA,24,190.5,90.7184,54,0.218,2019-20
2020-01-25,Thunder,Danilo Gallinari,placed on IL with left thumb injury,2019-20,Danilo Gallinari,OKC,31,208.28,105.686936,62,0.242,2019-20
2020-01-25,Thunder,Nerlens Noel,placed on IL with surgery to repair fractured left cheekbone,2019-20,Nerlens Noel,OKC,26,208.28,99.79024,61,0.148,2019-20
2020-01-26,Grizzlies,Jae Crowder,placed on IL with sore right knee,2019-20,Jae Crowder,MIA,29,198.12,106.59412,65,0.152,2019-20
2020-01-26,Hawks,Alex Len,placed on IL with right hip flexor injury,2019-20,Alex Len,SAC,27,213.36,113.398,55,0.176,2019-20
2020-01-26,Pacers,Myles Turner,placed on IL with illness,2019-20,Myles Turner,IND,24,210.82,113.398,62,0.18,2019-20
2020-01-26,Rockets,James Harden,placed on IL with bruised left thigh,2019-20,James Harden,HOU,30,195.58,99.79024,68,0.356,2019-20
2020-01-26,Suns,Aron Baynes,placed on IL with sore left hip,2019-20,Aron Baynes,PHX,33,208.28,117.93392,42,0.205,2019-20
2020-01-27,Heat,Kendrick Nunn,placed on IL with left Achilles injury,2019-20,Kendrick Nunn,MIA,24,187.96,86.18248,67,0.236,2019-20
2020-01-27,Jazz,Nigel Williams-Goss,placed on IL,2019-20,Nigel Williams-Goss,UTA,25,187.96,86.18248,10,0.161,2019-20
2020-01-27,Pistons,Derrick Rose,sore right knee (DTD),2019-20,Derrick Rose,DET,31,187.96,90.7184,50,0.303,2019-20
2020-01-27,Rockets,Clint Capela,placed on IL with right heel injury,2019-20,Clint Capela,ATL,26,208.28,108.86208,39,0.156,2019-20
2020-01-27,Rockets,Russell Westbrook,placed on IL,2019-20,Russell Westbrook,HOU,31,190.5,90.7184,57,0.33,2019-20
2020-01-27,Spurs,LaMarcus Aldridge,placed on IL with sprained right thumb,2019-20,LaMarcus Aldridge,SAS,34,210.82,113.398,53,0.236,2019-20
2020-01-27,Timberwolves,Allen Crabbe,placed on IL with left knee injury,2019-20,Allen Crabbe,MIN,28,195.58,96.161504,37,0.122,2019-20
2020-01-27,Wizards,Jordan McRae,sprained right ankle (DTD),2019-20,Jordan McRae,DET,29,195.58,81.192968,37,0.239,2019-20
2020-01-28,Bucks,Giannis Antetokounmpo,placed on IL with sore right shoulder,2019-20,Giannis Antetokounmpo,MIL,25,210.82,109.769264,63,0.363,2019-20
2020-01-28,Celtics,Javonte Green,placed on IL with sore left knee,2019-20,Javonte Green,BOS,26,193.04,92.98636,48,0.149,2019-20
2020-01-28,Grizzlies,De'Anthony Melton,sore left hand (DTD),2019-20,De'Anthony Melton,MEM,22,187.96,90.7184,60,0.185,2019-20
2020-01-28,Grizzlies,Grayson Allen,placed on IL with left hip injury,2019-20,Grayson Allen,MEM,24,193.04,89.811216,38,0.171,2019-20
2020-01-28,Hawks,Bruno Fernando,placed on IL with strained left calf,2019-20,Bruno Fernando,ATL,21,205.74,108.86208,56,0.147,2019-20
2020-01-28,Pelicans,E'Twaun Moore,neck spasms (DTD),2019-20,E'Twaun Moore,NOP,31,190.5,86.636072,56,0.196,2019-20
2020-01-28,Raptors,Rondae Hollis-Jefferson,placed on IL with sprained right ankle,2019-20,Rondae Hollis-Jefferson,TOR,25,198.12,98.429464,60,0.164,2019-20
2020-01-29,Grizzlies,De'Anthony Melton,placed on IL with sore left hand,2019-20,De'Anthony Melton,MEM,22,187.96,90.7184,60,0.185,2019-20
2020-01-29,Knicks,Frank Ntilikina,groin injury (DTD),2019-20,Frank Ntilikina,NYK,21,193.04,90.7184,57,0.152,2019-20
2020-01-30,76ers,Al Horford,placed on IL with sore left knee,2019-20,Al Horford,PHI,34,205.74,108.86208,67,0.173,2019-20
2020-01-30,Bucks,George Hill,strained left hamstring (DTD),2019-20,George Hill,MIL,34,190.5,85.275296,59,0.152,2019-20
2020-01-30,Clippers,Derrick Walton Jr.,right elbow injury (DTD),2019-20,Derrick Walton Jr.,DET,25,182.88,83.91452,26,0.079,2019-20
2020-01-30,Clippers,Kawhi Leonard,tightness in lower back (DTD),2019-20,Kawhi Leonard,LAC,29,200.66,102.0582,57,0.327,2019-20
2020-01-30,Clippers,Terance Mann,placed on IL,2019-20,Terance Mann,LAC,23,195.58,97.52228,41,0.123,2019-20
2020-01-30,Jazz,Mike Conley Jr.,placed on IL,2019-20,Mike Conley Jr.,UTA,32,185.42,79.3786,47,0.223,2019-20
2020-01-30,Jazz,Tony Bradley,placed on IL with sprained right knee,2019-20,Tony Bradley,UTA,22,208.28,112.490816,58,0.147,2019-20
2020-01-30,Raptors,Malcolm Miller,placed on IL with strained neck,2019-20,Malcolm Miller,TOR,27,200.66,95.25432,28,0.09,2019-20
2020-01-30,Raptors,Marc Gasol,placed on IL with left hamstring injury,2019-20,Marc Gasol,TOR,35,210.82,115.66596,44,0.133,2019-20
2020-01-30,Wizards,Jordan McRae,placed on IL,2019-20,Jordan McRae,DET,29,195.58,81.192968,37,0.239,2019-20
2020-01-31,Bucks,Donte DiVincenzo,placed on IL with sprained left ankle,2019-20,Donte DiVincenzo,MIL,23,193.04,92.079176,66,0.168,2019-20
2020-01-31,Bucks,Frank Mason,strained abdominal (DTD),2019-20,Frank Mason,MIL,26,180.34,86.18248,9,0.228,2019-20
2020-01-31,Bucks,George Hill,placed on IL with strained left hamstring,2019-20,George Hill,MIL,34,190.5,85.275296,59,0.152,2019-20
2020-01-31,Grizzlies,Brandon Clarke,placed on IL with sore left hip,2019-20,Brandon Clarke,MEM,23,203.2,97.52228,58,0.18,2019-20
2020-01-31,Mavericks,Luka Doncic,placed on IL with sprained right ankle,2019-20,Luka Doncic,DAL,21,200.66,104.32616,61,0.355,2019-20
2020-01-31,Rockets,Clint Capela,placed on IL with right heel injury,2019-20,Clint Capela,ATL,26,208.28,108.86208,39,0.156,2019-20
2020-02-01,Celtics,Kemba Walker,placed on IL with sore left knee,2019-20,Kemba Walker,BOS,30,182.88,83.460928,56,0.268,2019-20
2020-02-01,Clippers,Derrick Walton Jr.,placed on IL with right elbow injury,2019-20,Derrick Walton Jr.,DET,25,182.88,83.91452,26,0.079,2019-20
2020-02-01,Hawks,De'Andre Hunter,sprained left ankle (DTD),2019-20,De'Andre Hunter,ATL,22,200.66,102.0582,63,0.173,2019-20
2020-02-01,Heat,Gabe Vincent,placed on IL,2019-20,Gabe Vincent,MIA,24,190.5,90.7184,9,0.196,2019-20
2020-02-01,Hornets,P.J. Washington,sprained right ankle (DTD),2019-20,P.J. Washington,CHA,21,200.66,104.32616,58,0.184,2019-20
2020-02-01,Jazz,Nigel Williams-Goss,placed on IL,2019-20,Nigel Williams-Goss,UTA,25,187.96,86.18248,10,0.161,2019-20
2020-02-01,Kings,Dewayne Dedmon,placed on IL with flu,2019-20,Dewayne Dedmon,ATL,30,213.36,111.13004,44,0.179,2019-20
2020-02-01,Knicks,Frank Ntilikina,placed on IL with groin injury,2019-20,Frank Ntilikina,NYK,21,193.04,90.7184,57,0.152,2019-20
2020-02-01,Nuggets,Michael Porter Jr.,right ankle injury (DTD),2019-20,Michael Porter Jr.,DEN,22,208.28,98.883056,55,0.211,2019-20
2020-02-01,Raptors,Norman Powell,fractured left hand (out indefinitely),2019-20,Norman Powell,TOR,27,190.5,97.52228,52,0.21,2019-20
2020-02-01,Suns,Dario Saric,sprained left ankle (DTD),2019-20,Dario Saric,PHX,26,208.28,102.0582,66,0.174,2019-20
2020-02-02,Bulls,Kris Dunn,placed on IL with sprained MCL in right knee (out for season),2019-20,Kris Dunn,CHI,26,190.5,92.98636,51,0.145,2019-20
2020-02-02,Hawks,Cam Reddish,concussion (DTD),2019-20,Cam Reddish,ATL,20,203.2,98.883056,58,0.185,2019-20
2020-02-02,Mavericks,Seth Curry,left knee injury (DTD),2019-20,Seth Curry,DAL,29,187.96,83.91452,64,0.176,2019-20
2020-02-02,Nets,Kyrie Irving,sprained right knee (DTD),2019-20,Kyrie Irving,BKN,28,187.96,88.45044,20,0.318,2019-20
2020-02-02,Nuggets,Michael Porter Jr.,placed on IL with right ankle injury,2019-20,Michael Porter Jr.,DEN,22,208.28,98.883056,55,0.211,2019-20
2020-02-02,Pacers,T.J. Warren,concussion (DTD),2019-20,T.J. Warren,IND,26,203.2,99.79024,67,0.229,2019-20
2020-02-02,Pistons,Markieff Morris,right hip injury (DTD),2019-20,Markieff Morris,LAL,30,203.2,111.13004,58,0.202,2019-20
2020-02-02,Raptors,Norman Powell,placed on IL with fractured left hand,2019-20,Norman Powell,TOR,27,190.5,97.52228,52,0.21,2019-20
2020-02-02,Suns,Cameron Johnson,placed on IL with bruised right quadriceps,2019-20,Cameron Johnson,PHX,24,203.2,95.25432,57,0.151,2019-20
2020-02-02,Suns,Dario Saric,placed on IL with sprained left ankle,2019-20,Dario Saric,PHX,26,208.28,102.0582,66,0.174,2019-20
2020-02-02,Suns,Ricky Rubio,sore right ankle (DTD),2019-20,Ricky Rubio,PHX,29,190.5,86.18248,65,0.199,2019-20
2020-02-02,Suns,Ty Jerome,placed on IL with left calf injury,2019-20,Ty Jerome,PHX,22,195.58,88.45044,31,0.17,2019-20
2020-02-03,Cavaliers,Tristan Thompson,placed on IL with right quadricep injury,2019-20,Tristan Thompson,CLE,29,205.74,115.212368,57,0.181,2019-20
2020-02-03,Celtics,Marcus Smart,placed on IL with bruised right thigh,2019-20,Marcus Smart,BOS,26,190.5,99.79024,60,0.183,2019-20
2020-02-03,Clippers,Terance Mann,placed on IL,2019-20,Terance Mann,LAC,23,195.58,97.52228,41,0.123,2019-20
2020-02-03,Hawks,Cam Reddish,placed on IL with concussion,2019-20,Cam Reddish,ATL,20,203.2,98.883056,58,0.185,2019-20
2020-02-03,Hawks,De'Andre Hunter,placed on IL with sprained left ankle,2019-20,De'Andre Hunter,ATL,22,200.66,102.0582,63,0.173,2019-20
2020-02-03,Hornets,P.J. Washington,placed on IL with sprained right ankle,2019-20,P.J. Washington,CHA,21,200.66,104.32616,58,0.184,2019-20
2020-02-03,Magic,Khem Birch,placed on IL with tightness in lower back,2019-20,Khem Birch,ORL,27,205.74,105.686936,48,0.101,2019-20
2020-02-03,Mavericks,Seth Curry,placed on IL with left knee injury,2019-20,Seth Curry,DAL,29,187.96,83.91452,64,0.176,2019-20
2020-02-03,Nets,Kyrie Irving,placed on IL with sprained right knee (out for season),2019-20,Kyrie Irving,BKN,28,187.96,88.45044,20,0.318,2019-20
2020-02-03,Pacers,T.J. Warren,placed on IL with concussion,2019-20,T.J. Warren,IND,26,203.2,99.79024,67,0.229,2019-20
2020-02-03,Pistons,Derrick Rose,placed on IL with left hip injury,2019-20,Derrick Rose,DET,31,187.96,90.7184,50,0.303,2019-20
2020-02-03,Pistons,Svi Mykhailiuk,strained right hip (DTD),2019-20,Svi Mykhailiuk,DET,23,200.66,92.98636,56,0.165,2019-20
2020-02-03,Suns,Tyler Johnson,placed on IL with sore right knee,2019-20,Tyler Johnson,BKN,28,190.5,84.368112,39,0.177,2019-20
2020-02-03,Warriors,D'Angelo Russell,bruised right quadriceps (DTD),2019-20,D'Angelo Russell,MIN,24,193.04,87.543256,45,0.305,2019-20
2020-02-04,Celtics,Daniel Theis,sprained right ankle (DTD),2019-20,Daniel Theis,BOS,28,203.2,111.13004,65,0.144,2019-20
2020-02-04,Heat,Meyers Leonard,sprained left ankle (DTD),2019-20,Meyers Leonard,MIA,28,213.36,117.93392,51,0.121,2019-20
2020-02-04,Heat,Tyler Herro,sore right ankle (DTD),2019-20,Tyler Herro,MIA,20,195.58,88.45044,55,0.213,2019-20
2020-02-04,Pelicans,Nickeil Alexander-Walker,illness (DTD),2019-20,Nickeil Alexander-Walker,NOP,21,195.58,92.98636,47,0.233,2019-20
2020-02-04,Rockets,Russell Westbrook,placed on IL with sprained left thumb,2019-20,Russell Westbrook,HOU,31,190.5,90.7184,57,0.33,2019-20
2020-02-05,Blazers,Nassir Little,sprained left ankle (DTD),2019-20,Nassir Little,POR,20,195.58,99.79024,48,0.131,2019-20
2020-02-05,Celtics,Daniel Theis,placed on IL with sprained right ankle,2019-20,Daniel Theis,BOS,28,203.2,111.13004,65,0.144,2019-20
2020-02-05,Grizzlies,Marko Guduric,placed on IL with illness,2019-20,Marko Guduric,MEM,25,198.12,91.171992,44,0.168,2019-20
2020-02-05,Heat,Kyle Alexander,right knee injury (DTD),2019-20,Kyle Alexander,MIA,23,208.28,97.975872,2,0.079,2019-20
2020-02-05,Heat,Meyers Leonard,placed on IL with sprained left ankle,2019-20,Meyers Leonard,MIA,28,213.36,117.93392,51,0.121,2019-20
2020-02-05,Heat,Tyler Herro,placed on IL with sore right ankle,2019-20,Tyler Herro,MIA,20,195.58,88.45044,55,0.213,2019-20
2020-02-05,Mavericks,J.J. Barea,placed on IL with sprained left ankle,2019-20,J.J. Barea,DAL,36,177.8,81.64656,29,0.245,2019-20
2020-02-05,Nets,Nic Claxton,placed on IL with sore left shoulder,2019-20,,,,,,0,0,
2020-02-05,Nuggets,Jerami Grant,sprained right ankle (DTD),2019-20,Jerami Grant,DEN,26,203.2,95.25432,71,0.177,2019-20
2020-02-05,Nuggets,Will Barton,right knee inflammation (DTD),2019-20,Will Barton,DEN,29,195.58,82.100152,58,0.197,2019-20
2020-02-05,Pistons,Markieff Morris,placed on IL with illness,2019-20,Markieff Morris,LAL,30,203.2,111.13004,58,0.202,2019-20
2020-02-05,Thunder,Isaiah Roby,placed on IL,2019-20,Isaiah Roby,OKC,22,203.2,104.32616,3,0.071,2019-20
2020-02-05,Wizards,Thomas Bryant,sore right foot (DTD),2019-20,Thomas Bryant,WAS,22,208.28,112.490816,46,0.185,2019-20
2020-02-05,Hawks,Evan Turner,placed on IL,2019-20,Evan Turner,MIN,31,198.12,99.79024,19,0.154,2019-20
2020-02-05,Timberwolves,Keita Bates-Diop,placed on IL,2019-20,Keita Bates-Diop,DEN,24,203.2,103.872568,44,0.156,2019-20
2020-02-06,Bulls,Daniel Gafford,placed on IL with sprained right ankle,2019-20,Daniel Gafford,CHI,21,208.28,106.140528,43,0.131,2019-20
2020-02-06,Bulls,Denzel Valentine,left hamstring injury (DTD),2019-20,Denzel Valentine,CHI,26,193.04,99.79024,36,0.229,2019-20
2020-02-06,Knicks,Allonzo Trier,placed on IL with illness,2019-20,Allonzo Trier,NYK,24,193.04,90.7184,24,0.208,2019-20
2020-02-06,Knicks,Damyean Dotson,placed on IL with illness,2019-20,Damyean Dotson,NYK,26,195.58,95.25432,48,0.158,2019-20
2020-02-07,Blazers,Hassan Whiteside,bruised left leg (DTD),2019-20,Hassan Whiteside,POR,31,213.36,120.20188,67,0.192,2019-20
2020-02-07,Celtics,Gordon Hayward,placed on IL with sore left foot,2019-20,Gordon Hayward,BOS,30,200.66,102.0582,52,0.206,2019-20
2020-02-07,Celtics,Jaylen Brown,placed on IL with sprained right ankle,2019-20,Jaylen Brown,BOS,23,198.12,101.151016,57,0.245,2019-20
2020-02-07,Clippers,Patrick Beverley,right groin injury (DTD),2019-20,Patrick Beverley,LAC,31,185.42,81.64656,51,0.131,2019-20
2020-02-07,Grizzlies,Dion Waiters,placed on IL,2019-20,Dion Waiters,LAL,28,190.5,95.25432,10,0.243,2019-20
2020-02-07,Hawks,Bruno Fernando,strained left calf (DTD),2019-20,Bruno Fernando,ATL,21,205.74,108.86208,56,0.147,2019-20
2020-02-07,Hawks,Trae Young,right ankle injury (DTD),2019-20,Trae Young,ATL,21,185.42,81.64656,60,0.339,2019-20
2020-02-07,Heat,Jimmy Butler,strained right shoulder (DTD),2019-20,Jimmy Butler,MIA,30,200.66,104.32616,58,0.246,2019-20
2020-02-07,Hornets,Cody Martin,concussion (DTD),2019-20,Cody Martin,CHA,24,195.58,92.98636,48,0.131,2019-20
2020-02-07,Jazz,Ed Davis,placed on IL with back spasms,2019-20,Ed Davis,UTA,31,205.74,98.883056,28,0.092,2019-20
2020-02-07,Pistons,Brandon Knight,placed on IL with sore left knee,2019-20,Brandon Knight,DET,28,187.96,82.553744,25,0.207,2019-20
2020-02-07,Rockets,Russell Westbrook,placed on IL,2019-20,Russell Westbrook,HOU,31,190.5,90.7184,57,0.33,2019-20
2020-02-07,Suns,Jalen Lecque,placed on IL,2019-20,Jalen Lecque,PHX,20,193.04,83.91452,5,0.186,2019-20
2020-02-07,Suns,Jared Harper,placed on IL,2019-20,Jared Harper,NYK,22,177.8,79.3786,3,0.222,2019-20
2020-02-07,Wizards,Thomas Bryant,placed on IL with sore right foot,2019-20,Thomas Bryant,WAS,22,208.28,112.490816,46,0.185,2019-20
2020-02-08,Clippers,Patrick Beverley,placed on IL with right groin injury,2019-20,Patrick Beverley,LAC,31,185.42,81.64656,51,0.131,2019-20
2020-02-08,Hornets,Cody Martin,placed on IL with concussion,2019-20,Cody Martin,CHA,24,195.58,92.98636,48,0.131,2019-20
2020-02-08,Hornets,Nicolas Batum,placed on IL with illness,2019-20,Nicolas Batum,CHA,31,205.74,104.32616,22,0.093,2019-20
2020-02-08,Pelicans,Brandon Ingram,sprained right ankle (DTD),2019-20,Brandon Ingram,NOP,22,200.66,86.18248,62,0.275,2019-20
2020-02-08,Pelicans,Zion Williamson,sprained left ankle (DTD),2019-20,Zion Williamson,NOP,19,198.12,128.820128,24,0.291,2019-20
2020-02-08,Raptors,Kyle Lowry,placed on IL with neck injury,2019-20,Kyle Lowry,TOR,34,182.88,88.904032,58,0.225,2019-20
2020-02-08,Timberwolves,D'Angelo Russell,placed on IL with bruised right quadriceps,2019-20,D'Angelo Russell,MIN,24,193.04,87.543256,45,0.305,2019-20
2020-02-08,Warriors,Draymond Green,tightness in lower back (DTD),2019-20,Draymond Green,GSW,30,198.12,104.32616,43,0.156,2019-20
2020-02-09,76ers,Zhaire Smith,placed on IL with left knee injury (out for season),2019-20,Zhaire Smith,PHI,21,190.5,92.98636,7,0.165,2019-20
2020-02-09,Bulls,Denzel Valentine,placed on IL with left hamstring injury,2019-20,Denzel Valentine,CHI,26,193.04,99.79024,36,0.229,2019-20
2020-02-09,Heat,Jimmy Butler,placed on IL with strained right shoulder,2019-20,Jimmy Butler,MIA,30,200.66,104.32616,58,0.246,2019-20
2020-02-09,Knicks,Moe Harkless,placed on IL with illness,2019-20,,,,,,0,0,
2020-02-09,Rockets,Eric Gordon,placed on IL with bruised left leg,2019-20,Eric Gordon,HOU,31,190.5,97.52228,36,0.215,2019-20
2020-02-10,Blazers,Mario Hezonja,sprained left ankle (DTD),2019-20,Mario Hezonja,POR,25,203.2,99.79024,53,0.135,2019-20
2020-02-10,Heat,K.Z. Okpala,placed on IL,2019-20,,,,,,0,0,
2020-02-10,Jazz,Mike Conley Jr.,placed on IL,2019-20,Mike Conley Jr.,UTA,32,185.42,79.3786,47,0.223,2019-20
2020-02-10,Pacers,Edmond Sumner,placed on IL,2019-20,Edmond Sumner,IND,24,193.04,88.904032,31,0.167,2019-20
2020-02-10,Raptors,Serge Ibaka,placed on IL with illness,2019-20,Serge Ibaka,TOR,30,213.36,106.59412,55,0.236,2019-20
2020-02-10,Spurs,DeMar DeRozan,back spasms (DTD),2019-20,DeMar DeRozan,SAS,30,198.12,99.79024,68,0.262,2019-20
2020-02-10,Suns,Aron Baynes,placed on IL with sore left hip,2019-20,Aron Baynes,PHX,33,208.28,117.93392,42,0.205,2019-20
2020-02-10,Suns,Deandre Ayton,sore left ankle (DTD),2019-20,Deandre Ayton,PHX,21,210.82,113.398,38,0.231,2019-20
2020-02-10,Thunder,Darius Bazley,right knee injury (out indefinitely),2019-20,Darius Bazley,OKC,20,203.2,94.347136,61,0.146,2019-20
2020-02-10,Suns,Jared Harper,sprained right wrist (DTD),2019-20,Jared Harper,NYK,22,177.8,79.3786,3,0.222,2019-20
2020-02-11,Blazers,Anfernee Simons,concussion (DTD),2019-20,Anfernee Simons,POR,21,190.5,82.100152,70,0.18,2019-20
2020-02-11,Blazers,Jusuf Nurkic,placed on IL,2019-20,Jusuf Nurkic,POR,25,213.36,131.54168,8,0.232,2019-20
2020-02-11,Blazers,Mario Hezonja,placed on IL with sprained left ankle,2019-20,Mario Hezonja,POR,25,203.2,99.79024,53,0.135,2019-20
2020-02-11,Bucks,Kyle Korver,sore back (DTD),2019-20,Kyle Korver,MIL,39,200.66,96.161504,58,0.145,2019-20
2020-02-11,Spurs,DeMar DeRozan,placed on IL with back spasms,2019-20,DeMar DeRozan,SAS,30,198.12,99.79024,68,0.262,2019-20
2020-02-11,Thunder,Darius Bazley,placed on IL with right knee injury,2019-20,Darius Bazley,OKC,20,203.2,94.347136,61,0.146,2019-20
2020-02-11,Wizards,Anzejs Pasecniks,left hip injury (DTD),2019-20,Anzejs Pasecniks,WAS,24,218.44,103.872568,27,0.151,2019-20
2020-02-12,Bucks,Kyle Korver,placed on IL with sore back,2019-20,Kyle Korver,MIL,39,200.66,96.161504,58,0.145,2019-20
2020-02-12,Cavaliers,Kevin Love,placed on IL with sore right Achilles,2019-20,Kevin Love,CLE,31,203.2,113.851592,56,0.225,2019-20
2020-02-12,Hornets,Terry Rozier,placed on IL with sore left knee,2019-20,Terry Rozier,CHA,26,185.42,86.18248,63,0.232,2019-20
2020-02-12,Jazz,Mike Conley Jr.,illness (DTD),2019-20,Mike Conley Jr.,UTA,32,185.42,79.3786,47,0.223,2019-20
2020-02-12,Magic,Mo Bamba,placed on IL with illness,2019-20,Mo Bamba,ORL,22,213.36,104.779752,62,0.163,2019-20
2020-02-12,Timberwolves,Karl-Anthony Towns,placed on IL with fractured left wrist (out for season),2019-20,Karl-Anthony Towns,MIN,24,210.82,112.490816,35,0.278,2019-20
2020-02-12,Warriors,Kevon Looney,left hip injury (DTD),2019-20,Kevon Looney,GSW,24,205.74,100.697424,20,0.147,2019-20
2020-02-13,Blazers,Damian Lillard,strained right groin (DTD),2019-20,Damian Lillard,POR,29,187.96,88.45044,66,0.294,2019-20
2020-02-13,Celtics,Jaylen Brown,placed on IL with left calf injury,2019-20,Jaylen Brown,BOS,23,198.12,101.151016,57,0.245,2019-20
2020-02-18,Nets,Kyrie Irving,right shoulder injury (out for season),2019-20,Kyrie Irving,BKN,28,187.96,88.45044,20,0.318,2019-20
2020-02-20,76ers,Ben Simmons,placed on IL with tightness in lower back,2019-20,Ben Simmons,PHI,23,208.28,108.86208,57,0.206,2019-20
2020-02-20,Bulls,Chandler Hutchison,right shoulder injury (DTD),2019-20,Chandler Hutchison,CHI,24,200.66,95.25432,28,0.183,2019-20
2020-02-20,Cavaliers,Alfonzo McKinnie,left foot injury (DTD),2019-20,Alfonzo McKinnie,CLE,27,200.66,97.52228,40,0.147,2019-20
2020-02-20,Celtics,Kemba Walker,sore left knee (DTD),2019-20,Kemba Walker,BOS,30,182.88,83.460928,56,0.268,2019-20
2020-02-20,Heat,Gabe Vincent,placed on IL,2019-20,Gabe Vincent,MIA,24,190.5,90.7184,9,0.196,2019-20
2020-02-20,Nets,Kyrie Irving,surgery on right shoulder (out for season),2019-20,Kyrie Irving,BKN,28,187.96,88.45044,20,0.318,2019-20
2020-02-21,Cavaliers,Alfonzo McKinnie,placed on IL with left foot injury,2019-20,Alfonzo McKinnie,CLE,27,200.66,97.52228,40,0.147,2019-20
2020-02-21,Celtics,Kemba Walker,placed on IL with sore left knee,2019-20,Kemba Walker,BOS,30,182.88,83.460928,56,0.268,2019-20
2020-02-21,Clippers,Paul George,strained left hamstring (DTD),2019-20,Paul George,LAC,30,203.2,99.79024,48,0.292,2019-20
2020-02-21,Jazz,Nigel Williams-Goss,left quadriceps injury (DTD),2019-20,Nigel Williams-Goss,UTA,25,187.96,86.18248,10,0.161,2019-20
2020-02-21,Knicks,Elfrid Payton,placed on IL with sore right ankle,2019-20,Elfrid Payton,NYK,26,190.5,88.45044,45,0.19,2019-20
2020-02-21,Nuggets,Keita Bates-Diop,placed on IL,2019-20,Keita Bates-Diop,DEN,24,203.2,103.872568,44,0.156,2019-20
2020-02-21,Nuggets,Vlatko Cancar,placed on IL,2019-20,Vlatko Cancar,DEN,23,203.2,107.047712,14,0.177,2019-20
2020-02-21,Pacers,Edmond Sumner,left hip injury (DTD),2019-20,Edmond Sumner,IND,24,193.04,88.904032,31,0.167,2019-20
2020-02-21,Raptors,Patrick McCaw,placed on IL with flu,2019-20,Patrick McCaw,TOR,24,200.66,82.100152,37,0.093,2019-20
2020-02-21,Suns,Jalen Lecque,placed on IL,2019-20,Jalen Lecque,PHX,20,193.04,83.91452,5,0.186,2019-20
2020-02-21,Thunder,Deonte Burton,placed on IL with illness,2019-20,Deonte Burton,OKC,26,193.04,108.86208,39,0.173,2019-20
2020-02-21,Timberwolves,Jaylen Nowell,placed on IL with illness,2019-20,Jaylen Nowell,MIN,20,193.04,91.171992,15,0.165,2019-20
2020-02-22,Bulls,Luke Kornet,sprained left ankle (DTD),2019-20,Luke Kornet,CHI,24,218.44,113.398,36,0.163,2019-20
2020-02-22,Cavaliers,Kevin Love,sore right Achilles (DTD),2019-20,Kevin Love,CLE,31,203.2,113.851592,56,0.225,2019-20
2020-02-22,Clippers,Paul George,placed on IL with strained left hamstring,2019-20,Paul George,LAC,30,203.2,99.79024,48,0.292,2019-20
2020-02-22,Hawks,De'Andre Hunter,placed on IL for personal reasons,2019-20,De'Andre Hunter,ATL,22,200.66,102.0582,63,0.173,2019-20
2020-02-22,Hawks,DeAndre' Bembry,placed on IL with abdominal injury,2019-20,DeAndre' Bembry,ATL,25,195.58,95.25432,43,0.137,2019-20
2020-02-22,Mavericks,Luka Doncic,placed on IL with sore right ankle,2019-20,Luka Doncic,DAL,21,200.66,104.32616,61,0.355,2019-20
2020-02-22,Rockets,Michael Frazier II,placed on IL,2019-20,Michael Frazier II,HOU,26,190.5,90.7184,13,0.115,2019-20
2020-02-22,Warriors,Draymond Green,bruised pelvis (DTD),2019-20,Draymond Green,GSW,30,198.12,104.32616,43,0.156,2019-20
2020-02-23,Bucks,Brook Lopez,sore back (DTD),2019-20,Brook Lopez,MIL,32,213.36,127.912944,68,0.181,2019-20
2020-02-23,Bulls,Luke Kornet,placed on IL with sprained left ankle (out for season),2019-20,Luke Kornet,CHI,24,218.44,113.398,36,0.163,2019-20
2020-02-23,Grizzlies,Jaren Jackson Jr.,sprained left knee (DTD),2019-20,Jaren Jackson Jr.,MEM,20,210.82,109.769264,57,0.238,2019-20
2020-02-23,Pacers,Victor Oladipo,placed on IL with sore lower back,2019-20,Victor Oladipo,IND,28,193.04,96.615096,19,0.259,2019-20
2020-02-23,Warriors,Marquese Chriss,left calf injury (DTD),2019-20,Marquese Chriss,GSW,22,205.74,108.86208,59,0.184,2019-20
2020-02-24,76ers,Ben Simmons,placed on IL with back injury,2019-20,Ben Simmons,PHI,23,208.28,108.86208,57,0.206,2019-20
2020-02-24,76ers,Norvel Pelle,placed on IL with illness,2019-20,Norvel Pelle,PHI,27,208.28,104.779752,24,0.131,2019-20
2020-02-24,Bucks,Brook Lopez,placed on IL with sore back,2019-20,Brook Lopez,MIL,32,213.36,127.912944,68,0.181,2019-20
2020-02-24,Clippers,Terance Mann,placed on IL,2019-20,Terance Mann,LAC,23,195.58,97.52228,41,0.123,2019-20
