Date,Team,Relinquished,Notes,season,player_name,team_abbreviation,age,player_height,player_weight,gp,usg_pct,season-1
2020-02-24,Grizzlies,Jaren Jackson Jr.,placed on IL with sprained left knee,2019-20,Jaren Jackson Jr.,MEM,20,210.82,109.769264,57,0.238,2019-20
2020-02-24,Knicks,Frank Ntilikina,placed on IL with groin injury,2019-20,Frank Ntilikina,NYK,21,193.04,90.7184,57,0.152,2019-20
2020-02-24,Knicks,Kenny Wooten,left thumb injury (out indefinitely),2019-20,,,,,,0,0,
2020-02-24,Mavericks,Jalen Brunson,placed on IL with torn labrum in right shoulder (out for season),2019-20,Jalen Brunson,DAL,23,185.42,86.18248,57,0.199,2019-20
2020-02-24,Pacers,Jeremy Lamb,torn ACL in left knee (out for season),2019-20,Jeremy Lamb,IND,28,195.58,81.64656,46,0.195,2019-20
2020-02-24,Rockets,Russell Westbrook,left thumb injury (DTD),2019-20,Russell Westbrook,HOU,31,190.5,90.7184,57,0.33,2019-20
2020-02-24,Wizards,Davis Bertans,placed on IL with sore right knee,2019-20,Davis Bertans,WAS,27,208.28,102.0582,54,0.183,2019-20
2020-02-25,Bulls,Chandler Hutchison,placed on IL with right shoulder injury (out for season),2019-20,Chandler Hutchison,CHI,24,200.66,95.25432,28,0.183,2019-20
2020-02-25,Grizzlies,Brandon Clarke,right quadricep injury (DTD),2019-20,Brandon Clarke,MEM,23,203.2,97.52228,58,0.18,2019-20
2020-02-25,Pacers,Jeremy Lamb,placed on IL with torn ACL in left knee (out for season),2019-20,Jeremy Lamb,IND,28,195.58,81.64656,46,0.195,2019-20
2020-02-25,Pistons,Bruce Brown,sore left knee (DTD),2019-20,Bruce Brown,DET,23,193.04,91.625584,58,0.159,2019-20
2020-02-25,Suns,Kelly Oubre Jr.,right knee injury (out for season),2019-20,Kelly Oubre Jr.,PHX,24,200.66,92.079176,56,0.219,2019-20
2020-02-25,Pacers,Naz Long,sprained right ankle (DTD),2019-20,,,,,,0,0,
2020-02-26,Cavaliers,Andre Drummond,placed on IL with strained left calf,2019-20,Andre Drummond,CLE,26,208.28,126.552168,57,0.253,2019-20
2020-02-26,Cavaliers,Dante Exum,placed on IL with sprained left ankle (out for season),2019-20,Dante Exum,CLE,24,195.58,97.068688,35,0.145,2019-20
2020-02-26,Hawks,Dewayne Dedmon,placed on IL with right elbow injury,2019-20,Dewayne Dedmon,ATL,30,213.36,111.13004,44,0.179,2019-20
2020-02-26,Lakers,LeBron James,left groin injury (DTD),2019-20,LeBron James,LAL,35,205.74,113.398,67,0.308,2019-20
2020-02-26,Rockets,Eric Gordon,placed on IL with bruised right knee,2019-20,Eric Gordon,HOU,31,190.5,97.52228,36,0.215,2019-20
2020-02-26,Rockets,Thabo Sefolosha,illness (DTD),2019-20,Thabo Sefolosha,HOU,36,198.12,97.52228,41,0.1,2019-20
2020-02-26,Spurs,LaMarcus Aldridge,placed on IL with strained right shoulder,2019-20,LaMarcus Aldridge,SAS,34,210.82,113.398,53,0.236,2019-20
2020-02-26,Suns,Kelly Oubre Jr.,placed on IL with right knee injury (out for season),2019-20,Kelly Oubre Jr.,PHX,24,200.66,92.079176,56,0.219,2019-20
2020-02-27,76ers,Joel Embiid,placed on IL with sprained left shoulder,2019-20,Joel Embiid,PHI,26,213.36,127.00576,51,0.315,2019-20
2020-02-27,Bucks,Khris Middleton,sore neck (DTD),2019-20,Khris Middleton,MIL,28,200.66,100.697424,62,0.26,2019-20
2020-02-27,Bulls,Luke Kornet,fractured left foot (out indefinitely),2019-20,Luke Kornet,CHI,24,218.44,113.398,36,0.163,2019-20
2020-02-27,Kings,De'Aaron Fox,placed on IL with abdominal injury,2019-20,De'Aaron Fox,SAC,22,190.5,83.91452,51,0.29,2019-20
2020-02-27,Knicks,Dennis Smith Jr.,concussion (DTD),2019-20,Dennis Smith Jr.,NYK,22,187.96,92.98636,34,0.223,2019-20
2020-02-27,Knicks,Taj Gibson,back spasms (DTD),2019-20,Taj Gibson,NYK,35,205.74,105.233344,62,0.145,2019-20
2020-02-27,Lakers,LeBron James,placed on IL with left groin injury,2019-20,LeBron James,LAL,35,205.74,113.398,67,0.308,2019-20
2020-02-27,Nuggets,Noah Vonleh,right ankle injury (DTD),2019-20,Noah Vonleh,DEN,24,208.28,116.573144,36,0.135,2019-20
2020-02-27,Raptors,Fred VanVleet,left shoulder injury (DTD),2019-20,Fred VanVleet,TOR,26,185.42,89.357624,54,0.218,2019-20
2020-02-27,Raptors,Serge Ibaka,sore right knee (DTD),2019-20,Serge Ibaka,TOR,30,213.36,106.59412,55,0.236,2019-20
2020-02-27,Thunder,Danilo Gallinari,sore left ankle (DTD),2019-20,Danilo Gallinari,OKC,31,208.28,105.686936,62,0.242,2019-20
2020-02-27,Warriors,Alen Smailagic,placed on IL,2019-20,Alen Smailagic,GSW,19,208.28,97.52228,14,0.175,2019-20
2020-02-27,Warriors,Andrew Wiggins,thoracic spasm (DTD),2019-20,Andrew Wiggins,GSW,25,200.66,89.357624,54,0.269,2019-20
2020-02-27,Wizards,Anzejs Pasecniks,illness (DTD),2019-20,Anzejs Pasecniks,WAS,24,218.44,103.872568,27,0.151,2019-20
2020-02-28,Bucks,Khris Middleton,placed on IL with sore neck,2019-20,Khris Middleton,MIL,28,200.66,100.697424,62,0.26,2019-20
2020-02-28,Grizzlies,Brandon Clarke,placed on IL with right quadricep injury,2019-20,Brandon Clarke,MEM,23,203.2,97.52228,58,0.18,2019-20
2020-02-28,Heat,Gabe Vincent,placed on IL,2019-20,Gabe Vincent,MIA,24,190.5,90.7184,9,0.196,2019-20
2020-02-28,Nuggets,Noah Vonleh,placed on IL with right ankle injury,2019-20,Noah Vonleh,DEN,24,208.28,116.573144,36,0.135,2019-20
2020-02-28,Raptors,Fred VanVleet,placed on IL with left shoulder injury,2019-20,Fred VanVleet,TOR,26,185.42,89.357624,54,0.218,2019-20
2020-02-28,Raptors,Serge Ibaka,placed on IL with sore right knee,2019-20,Serge Ibaka,TOR,30,213.36,106.59412,55,0.236,2019-20
2020-02-28,Thunder,Danilo Gallinari,placed on IL with sore left ankle,2019-20,Danilo Gallinari,OKC,31,208.28,105.686936,62,0.242,2019-20
2020-02-28,Wizards,Anzejs Pasecniks,placed on IL with illness,2019-20,Anzejs Pasecniks,WAS,24,218.44,103.872568,27,0.151,2019-20
2020-02-29,Cavaliers,Tristan Thompson,placed on IL with bruised left knee,2019-20,Tristan Thompson,CLE,29,205.74,115.212368,57,0.181,2019-20
2020-02-29,Knicks,Dennis Smith Jr.,placed on IL with concussion,2019-20,Dennis Smith Jr.,NYK,22,187.96,92.98636,34,0.223,2019-20
2020-02-29,Knicks,Reggie Bullock,placed on IL with illness,2019-20,Reggie Bullock,NYK,29,198.12,92.98636,29,0.153,2019-20
2020-02-29,Lakers,Danny Green,placed on IL with right hip injury,2019-20,Danny Green,LAL,33,198.12,97.52228,68,0.135,2019-20
2020-02-29,Warriors,Draymond Green,sore left knee (DTD),2019-20,Draymond Green,GSW,30,198.12,104.32616,43,0.156,2019-20
2020-02-29,Warriors,Jordan Poole,sprained right ankle (DTD),2019-20,Jordan Poole,GSW,21,193.04,87.996848,57,0.2,2019-20
2020-02-29,Warriors,Ky Bowman,sprained right ankle (DTD),2019-20,Ky Bowman,GSW,23,185.42,84.821704,45,0.168,2019-20
2020-03-01,Cavaliers,Darius Garland,placed on IL with strained left groin (out for season),2019-20,Darius Garland,CLE,20,185.42,87.089664,59,0.201,2019-20
2020-03-01,Lakers,Alex Caruso,right hamstring injury (DTD),2019-20,Alex Caruso,LAL,26,195.58,84.368112,64,0.136,2019-20
2020-03-01,Lakers,Anthony Davis,sore right knee (DTD),2019-20,Anthony Davis,LAL,27,208.28,114.758776,62,0.284,2019-20
2020-03-01,Mavericks,Luka Doncic,placed on IL with sprained left thumb,2019-20,Luka Doncic,DAL,21,200.66,104.32616,61,0.355,2019-20
2020-03-01,Nuggets,Paul Millsap,placed on IL with sprained right ankle,2019-20,Paul Millsap,DEN,35,200.66,116.573144,51,0.197,2019-20
2020-03-01,Pelicans,J.J. Redick,strained left hamstring (DTD),2019-20,J.J. Redick,NOP,36,190.5,90.7184,60,0.197,2019-20
2020-03-01,Pistons,Thon Maker,sprained right ankle (DTD),2019-20,Thon Maker,DET,23,213.36,100.243832,60,0.16,2019-20
2020-03-01,Raptors,Oshae Brissett,placed on IL,2019-20,Oshae Brissett,TOR,22,200.66,95.25432,19,0.145,2019-20
2020-03-01,Spurs,Jakob Poeltl,sprained MCL in right knee (out indefinitely),2019-20,Jakob Poeltl,SAS,24,215.9,111.13004,66,0.125,2019-20
2020-03-01,Warriors,Kevon Looney,sore left hip (out indefinitely),2019-20,Kevon Looney,GSW,24,205.74,100.697424,20,0.147,2019-20
2020-03-01,Warriors,Alen Smailagic,bruised right quadriceps (DTD),2019-20,Alen Smailagic,GSW,19,208.28,97.52228,14,0.175,2019-20
2020-03-02,76ers,Josh Richardson,concussion (DTD),2019-20,Josh Richardson,PHI,26,195.58,90.7184,55,0.2,2019-20
2020-03-02,Blazers,Damian Lillard,placed on IL with strained right groin,2019-20,Damian Lillard,POR,29,187.96,88.45044,66,0.294,2019-20
2020-03-02,Bulls,Zach LaVine,placed on IL with strained left quadriceps (out for season),2019-20,Zach LaVine,CHI,25,198.12,90.7184,60,0.312,2019-20
2020-03-02,Cavaliers,Andre Drummond,strained left calf (DTD),2019-20,Andre Drummond,CLE,26,208.28,126.552168,57,0.253,2019-20
2020-03-02,Hawks,Cam Reddish,sore lower back (DTD),2019-20,Cam Reddish,ATL,20,203.2,98.883056,58,0.185,2019-20
2020-03-02,Magic,Aaron Gordon,placed on IL with right knee inflammation,2019-20,Aaron Gordon,ORL,24,203.2,106.59412,62,0.205,2019-20
2020-03-02,Mavericks,Seth Curry,placed on IL with tightness in lower back,2019-20,Seth Curry,DAL,29,187.96,83.91452,64,0.176,2019-20
2020-03-02,Pacers,Victor Oladipo,placed on IL with sore right knee,2019-20,Victor Oladipo,IND,28,193.04,96.615096,19,0.259,2019-20
2020-03-02,Spurs,Jakob Poeltl,placed on IL with sprained MCL in right knee,2019-20,Jakob Poeltl,SAS,24,215.9,111.13004,66,0.125,2019-20
2020-03-03,76ers,Josh Richardson,placed on IL with concussion,2019-20,Josh Richardson,PHI,26,195.58,90.7184,55,0.2,2019-20
2020-03-03,Celtics,Jayson Tatum,placed on IL with illness,2019-20,Jayson Tatum,BOS,22,203.2,95.25432,66,0.28,2019-20
2020-03-03,Hornets,Devonte' Graham,placed on IL with sore left ankle,2019-20,Devonte' Graham,CHA,25,185.42,88.45044,63,0.243,2019-20
2020-03-03,Lakers,Alex Caruso,placed on IL with right hamstring injury,2019-20,Alex Caruso,LAL,26,195.58,84.368112,64,0.136,2019-20
2020-03-03,Pistons,Derrick Rose,sprained right ankle (out for season),2019-20,Derrick Rose,DET,31,187.96,90.7184,50,0.303,2019-20
2020-03-03,Raptors,Fred VanVleet,placed on IL with left shoulder injury,2019-20,Fred VanVleet,TOR,26,185.42,89.357624,54,0.218,2019-20
2020-03-03,Spurs,Marco Belinelli,placed on IL with illness,2019-20,Marco Belinelli,SAS,34,195.58,99.79024,57,0.166,2019-20
2020-03-03,Suns,Kelly Oubre Jr.,surgery on right knee (out indefinitely),2019-20,Kelly Oubre Jr.,PHX,24,200.66,92.079176,56,0.219,2019-20
2020-03-03,Thunder,Isaiah Roby,placed on IL right foot injury (out for season),2019-20,Isaiah Roby,OKC,22,203.2,104.32616,3,0.071,2019-20
2020-03-03,Warriors,Ky Bowman,placed on IL with sprained right ankle,2019-20,Ky Bowman,GSW,23,185.42,84.821704,45,0.168,2019-20
2020-03-04,Bucks,D.J. Wilson,placed on IL,2019-20,D.J. Wilson,MIL,24,208.28,104.779752,37,0.175,2019-20
2020-03-04,Bucks,George Hill,placed on IL with groin injury,2019-20,George Hill,MIL,34,190.5,85.275296,59,0.152,2019-20
2020-03-04,Celtics,Gordon Hayward,placed on IL with bruised right knee,2019-20,Gordon Hayward,BOS,30,200.66,102.0582,52,0.206,2019-20
2020-03-04,Celtics,Jaylen Brown,placed on IL with strained right hamstring,2019-20,Jaylen Brown,BOS,23,198.12,101.151016,57,0.245,2019-20
2020-03-04,Knicks,Mitchell Robinson,placed on IL with left hamstring injury,2019-20,Mitchell Robinson,NYK,22,213.36,108.86208,61,0.129,2019-20
2020-03-04,Mavericks,J.J. Barea,placed on IL with sore right ankle,2019-20,J.J. Barea,DAL,36,177.8,81.64656,29,0.245,2019-20
2020-03-04,Nets,Garrett Temple,placed on IL with sprained left ankle,2019-20,Garrett Temple,BKN,34,195.58,88.45044,62,0.162,2019-20
2020-03-04,Pistons,Bruce Brown,placed on IL with sore left knee,2019-20,Bruce Brown,DET,23,193.04,91.625584,58,0.159,2019-20
2020-03-04,Pistons,Derrick Rose,placed on IL with sprained right ankle (out for season),2019-20,Derrick Rose,DET,31,187.96,90.7184,50,0.303,2019-20
2020-03-04,Warriors,Alen Smailagic,bruised right quadriceps (DTD),2019-20,Alen Smailagic,GSW,19,208.28,97.52228,14,0.175,2019-20
2020-03-04,Wizards,Ish Smith,left hamstring injury (DTD),2019-20,Ish Smith,WAS,31,182.88,79.3786,68,0.186,2019-20
2020-03-05,Cavaliers,Kevin Porter Jr.,placed on IL with concussion (out for season),2019-20,Kevin Porter Jr.,CLE,20,193.04,92.079176,50,0.202,2019-20
2020-03-05,Raptors,Dewan Hernandez,placed on IL with sprained right ankle,2019-20,Dewan Hernandez,TOR,23,208.28,106.59412,6,0.257,2019-20
2020-03-05,Suns,Cameron Johnson,mononucleosis (out indefinitely),2019-20,Cameron Johnson,PHX,24,203.2,95.25432,57,0.151,2019-20
2020-03-05,Warriors,Kevon Looney,placed on IL with sore left hip,2019-20,Kevon Looney,GSW,24,205.74,100.697424,20,0.147,2019-20
2020-03-06,Bucks,D.J. Wilson,sprained left ankle (DTD),2019-20,D.J. Wilson,MIL,24,208.28,104.779752,37,0.175,2019-20
2020-03-06,Bulls,Ryan Arcidiacono,sore right Achilles (out for season),2019-20,Ryan Arcidiacono,CHI,26,190.5,88.45044,58,0.121,2019-20
2020-03-06,Celtics,Tremont Waters,placed on IL with sprained left knee,2019-20,Tremont Waters,BOS,22,177.8,79.3786,11,0.232,2019-20
2020-03-06,Hawks,Trae Young,placed on IL with flu,2019-20,Trae Young,ATL,21,185.42,81.64656,60,0.339,2019-20
2020-03-06,Heat,Gabe Vincent,placed on IL,2019-20,Gabe Vincent,MIA,24,190.5,90.7184,9,0.196,2019-20
2020-03-06,Magic,Evan Fournier,placed on IL with sprained right elbow,2019-20,Evan Fournier,ORL,27,200.66,92.98636,66,0.237,2019-20
2020-03-06,Mavericks,Dorian Finney-Smith,placed on IL with right hip injury,2019-20,Dorian Finney-Smith,DAL,27,200.66,99.79024,71,0.128,2019-20
2020-03-06,Mavericks,Tim Hardaway Jr.,placed on IL with illness,2019-20,Tim Hardaway Jr.,DAL,28,195.58,92.98636,71,0.204,2019-20
2020-03-06,Pacers,Doug McDermott,placed on IL with toe injury,2019-20,Doug McDermott,IND,28,200.66,102.0582,69,0.186,2019-20
2020-03-06,Pacers,Malcolm Brogdon,placed on IL with torn left quadriceps,2019-20,Malcolm Brogdon,IND,27,195.58,103.872568,54,0.249,2019-20
2020-03-06,Pacers,T.J. Warren,placed on IL with left leg injury,2019-20,T.J. Warren,IND,26,203.2,99.79024,67,0.229,2019-20
2020-03-06,Pelicans,J.J. Redick,placed on IL with strained left hamstring,2019-20,J.J. Redick,NOP,36,190.5,90.7184,60,0.197,2019-20
2020-03-06,Pelicans,Nickeil Alexander-Walker,fractured right wrist (out indefinitely),2019-20,Nickeil Alexander-Walker,NOP,21,195.58,92.98636,47,0.233,2019-20
2020-03-06,Rockets,Eric Gordon,sore right knee (DTD),2019-20,Eric Gordon,HOU,31,190.5,97.52228,36,0.215,2019-20
2020-03-06,Suns,Deandre Ayton,sprained left ankle (DTD),2019-20,Deandre Ayton,PHX,21,210.82,113.398,38,0.231,2019-20
2020-03-07,Cavaliers,Dean Wade,sprained right ankle (DTD),2019-20,Dean Wade,CLE,23,205.74,103.418976,12,0.091,2019-20
2020-03-07,Heat,Jae Crowder,concussion (DTD),2019-20,Jae Crowder,MIA,29,198.12,106.59412,65,0.152,2019-20
2020-03-07,Mavericks,Seth Curry,sprained left ankle (DTD),2019-20,Seth Curry,DAL,29,187.96,83.91452,64,0.176,2019-20
2020-03-07,Nuggets,Vlatko Cancar,placed on IL,2019-20,Vlatko Cancar,DEN,23,203.2,107.047712,14,0.177,2019-20
2020-03-07,Rockets,Eric Gordon,placed on IL with sore right knee,2019-20,Eric Gordon,HOU,31,190.5,97.52228,36,0.215,2019-20
2020-03-07,Warriors,Draymond Green,placed on IL with sore left knee,2019-20,Draymond Green,GSW,30,198.12,104.32616,43,0.156,2019-20
2020-03-07,Warriors,Stephen Curry,placed on IL with flu,2019-20,Stephen Curry,GSW,32,190.5,83.91452,5,0.286,2019-20
2020-03-07,Hornets,Kobi Simmons,sprained left ankle (DTD),2019-20,,,,,,0,0,
2020-03-08,Bucks,Giannis Antetokounmpo,placed on IL with sprained left knee,2019-20,Giannis Antetokounmpo,MIL,25,210.82,109.769264,63,0.363,2019-20
2020-03-08,Kings,Jabari Parker,stomach illness (DTD),2019-20,Jabari Parker,SAC,25,203.2,111.13004,38,0.233,2019-20
2020-03-08,Mavericks,Michael Kidd-Gilchrist,placed on IL with illness,2019-20,Michael Kidd-Gilchrist,DAL,26,198.12,105.233344,25,0.134,2019-20
2020-03-08,Mavericks,Seth Curry,placed on IL with sprained left ankle,2019-20,Seth Curry,DAL,29,187.96,83.91452,64,0.176,2019-20
2020-03-08,Pelicans,Nickeil Alexander-Walker,placed on IL with fractured right wrist,2019-20,Nickeil Alexander-Walker,NOP,21,195.58,92.98636,47,0.233,2019-20
2020-03-08,Pistons,Brandon Knight,strained right hamstring (DTD),2019-20,Brandon Knight,DET,28,187.96,82.553744,25,0.207,2019-20
2020-03-08,Rockets,Ben McLemore,gastroenteritis (DTD),2019-20,Ben McLemore,HOU,27,190.5,88.45044,71,0.157,2019-20
2020-03-08,Spurs,Lonnie Walker IV,bruised left shin (out indefinitely),2019-20,Lonnie Walker IV,SAS,21,195.58,92.532768,61,0.183,2019-20
2020-03-08,Thunder,Shai Gilgeous-Alexander,placed on IL with bruised right hip,2019-20,Shai Gilgeous-Alexander,OKC,21,195.58,81.64656,70,0.235,2019-20
2020-03-08,Timberwolves,Kelan Martin,placed on IL with sprained left ankle,2019-20,Kelan Martin,MIN,24,195.58,104.32616,31,0.171,2019-20
2020-03-08,Wizards,Anzejs Pasecniks,placed on IL with stiff neck,2019-20,Anzejs Pasecniks,WAS,24,218.44,103.872568,27,0.151,2019-20
2020-03-08,Wizards,Ish Smith,placed on IL with left hamstring injury,2019-20,Ish Smith,WAS,31,182.88,79.3786,68,0.186,2019-20
2020-03-08,Wizards,Jerome Robinson,left Achilles injury (DTD),2019-20,Jerome Robinson,WAS,23,193.04,86.18248,63,0.155,2019-20
2020-03-09,Bucks,Eric Bledsoe,placed on IL with right knee injury,2019-20,Eric Bledsoe,MIL,30,185.42,97.068688,61,0.233,2019-20
2020-03-09,Bucks,George Hill,placed on IL with right adductor injury,2019-20,George Hill,MIL,34,190.5,85.275296,59,0.152,2019-20
2020-03-09,Cavaliers,Tristan Thompson,right eye injury (out for season),2019-20,Tristan Thompson,CLE,29,205.74,115.212368,57,0.181,2019-20
2020-03-09,Mavericks,Willie Cauley-Stein,illness (DTD),2019-20,Willie Cauley-Stein,DAL,26,213.36,108.86208,54,0.144,2019-20
2020-03-09,Nuggets,Keita Bates-Diop,bruised left knee (DTD),2019-20,Keita Bates-Diop,DEN,24,203.2,103.872568,44,0.156,2019-20
2020-03-09,Spurs,Dejounte Murray,strained right calf (DTD),2019-20,Dejounte Murray,SAS,23,193.04,81.64656,66,0.207,2019-20
2020-03-10,Clippers,Lou Williams,right calf injury (DTD),2019-20,Lou Williams,LAC,33,185.42,79.3786,65,0.271,2019-20
2020-03-10,Grizzlies,Jontay Porter,right knee injury (DTD),2019-20,,,,,,0,0,
2020-03-10,Lakers,Dwight Howard,placed on IL with upset stomach,2019-20,Dwight Howard,LAL,34,208.28,120.20188,69,0.146,2019-20
2020-03-10,Mavericks,Willie Cauley-Stein,placed on IL with illness,2019-20,Willie Cauley-Stein,DAL,26,213.36,108.86208,54,0.144,2019-20
2020-03-10,Rockets,Michael Frazier II,fractured left forearm (out indefinitely),2019-20,Michael Frazier II,HOU,26,190.5,90.7184,13,0.115,2019-20
2020-03-10,Spurs,Dejounte Murray,placed on IL with strained right calf,2019-20,Dejounte Murray,SAS,23,193.04,81.64656,66,0.207,2019-20
2020-03-10,Wizards,Isaac Bonga,placed on IL with groin injury,2019-20,Isaac Bonga,WAS,20,203.2,81.64656,66,0.106,2019-20
2020-03-11,Bulls,Chandler Hutchison,surgery on right shoulder (out for season),2019-20,Chandler Hutchison,CHI,24,200.66,95.25432,28,0.183,2019-20
2020-03-11,Heat,Jimmy Butler,placed on IL with left big toe injury,2019-20,Jimmy Butler,MIA,30,200.66,104.32616,58,0.246,2019-20
2020-03-11,Hornets,Terry Rozier,placed on IL with illness,2019-20,Terry Rozier,CHA,26,185.42,86.18248,63,0.232,2019-20
2020-03-11,Jazz,Emmanuel Mudiay,illness (DTD),2019-20,Emmanuel Mudiay,UTA,24,190.5,90.7184,54,0.218,2019-20
2020-03-11,Jazz,Rudy Gobert,COVID-19 coronavirus (out indefinitely),2019-20,Rudy Gobert,UTA,28,215.9,117.026736,68,0.162,2019-20
2020-03-11,Mavericks,Dorian Finney-Smith,placed on IL with right hip injury,2019-20,Dorian Finney-Smith,DAL,27,200.66,99.79024,71,0.128,2019-20
2020-03-11,Nets,Joe Harris,sprained right ankle (DTD),2019-20,Joe Harris,BKN,28,198.12,99.79024,69,0.179,2019-20
2020-03-11,Pistons,Bruce Brown,sprained right ankle (out for season),2019-20,Bruce Brown,DET,23,193.04,91.625584,58,0.159,2019-20
2020-03-11,Pistons,John Henson,placed on IL with sprained left ankle (out for season),2019-20,John Henson,DET,29,205.74,99.336648,40,0.16,2019-20
2020-03-12,Jazz,Donovan Mitchell,COVID-19 coronavirus (DTD),2019-20,Donovan Mitchell,UTA,23,185.42,97.52228,69,0.303,2019-20
2020-03-13,Mavericks,Jalen Brunson,surgery on right shoulder to repair torn labrum (out for season),2019-20,Jalen Brunson,DAL,23,185.42,86.18248,57,0.199,2019-20
2020-03-14,Pistons,Christian Wood,COVID-19 coronavirus (DTD),2019-20,Christian Wood,DET,24,208.28,97.068688,62,0.223,2019-20
2020-03-17,Nets,Kevin Durant,NBA health and safety protocols (DTD),2019-20,,,,,,0,0,
2020-03-18,Clippers,Terance Mann,surgery on right hand (out indefinitely),2019-20,Terance Mann,LAC,23,195.58,97.52228,41,0.123,2019-20
2020-03-19,Celtics,Marcus Smart,COVID-19 coronavirus (out indefinitely),2019-20,Marcus Smart,BOS,26,190.5,99.79024,60,0.183,2019-20
2020-05-18,Jazz,Bojan Bogdanovic,surgery on right wrist (out for season),2019-20,Bojan Bogdanovic,UTA,31,203.2,102.511792,63,0.252,2019-20
2020-05-20,Warriors,Kevon Looney,core muscle injury (out for season),2019-20,Kevon Looney,GSW,24,205.74,100.697424,20,0.147,2019-20
2020-06-08,Spurs,LaMarcus Aldridge,surgery on right shoulder (out for season),2019-20,LaMarcus Aldridge,SAS,34,210.82,113.398,53,0.236,2019-20
